id,genre,track_name,artist_name,valence,energy,acousticness,danceability,liveness,loudness,tempo,speechiness,time_signature,key,instrumentalness,mood_encoded,mood
497RhabXN14IDFq6BMzqED,comedy,This Woman I Met,Steven Wright,0.0303,0.995,0.889,0.399,0.752,-9.029,128.39,0.878,3,6,0.0,2,Happy
42mW8YfRXATwhNDBBv0UqH,comedy,Dumb Thoughts,Louis C.K.,0.199,0.958,0.825,0.433,0.695,-5.769,69.839,0.95,3,1,0.0,1,Energetic
7cqnSmE1JrGbYAVguueftR,comedy,Seafood,Jim Gaffigan,0.208,0.985,0.85,0.503,0.612,-4.218,109.817,0.875,4,1,0.0,1,Energetic
7Mf1UkBKNgMaKOQ62Hp7ps,comedy,That's What I Do (skit),Sarah Silverman,0.373,0.734,0.774,0.453,0.673,-12.359,78.715,0.942,3,7,0.0,2,Happy
0gHMDmA31v4McUygM6TyNz,comedy,Babies,Aziz Ansari,0.272,0.976,0.778,0.569,0.938,-3.75,124.068,0.797,3,2,0.0,1,Energetic
4YdjR48FooqVt2NHaJJsUx,comedy,Olympics - GH Version,Chris Rock,0.378,0.803,0.75,0.587,0.688,-12.188,134.459,0.946,3,5,0.0,2,Happy
2eGuEXRmjJwj4vmOGv8qWt,comedy,Phone Call From A Cranky Terrorist,David Cross,0.574,0.611,0.831,0.604,0.763,-9.632,80.186,0.945,3,6,0.0,2,Happy
4Bi2jtOAYPvjMnHVieDMCw,comedy,Tom Brady,Artie Lange,0.146,0.964,0.771,0.526,0.833,-7.28,108.755,0.894,4,1,0.0,2,Happy
14rnuwhsCcNt2CGt5dilkh,comedy,Donuts,Jim Gaffigan,0.191,0.989,0.878,0.502,0.76,-4.946,127.095,0.844,3,11,0.0,1,Energetic
6tIfLRqGeg2MuXLuSICmg6,comedy,Telemarketers,Pete Holmes,0.289,0.965,0.722,0.331,0.4,-4.979,65.445,0.899,3,9,0.0,1,Energetic
3p5hdMXZWQfLCS2ARannu9,comedy,Low Libido,Janeane Garofalo,0.389,0.543,0.86,0.69,0.665,-12.566,86.013,0.959,5,4,0.0,3,Sad
6bNFUbqg3cJRgIBsypY29x,comedy,The Ketchup Story,Matt Kirshen,0.595,0.837,0.794,0.519,0.88,-6.17,52.884,0.899,4,11,0.0,2,Happy
0ccVVZqPGcLThFL0NvfC0l,comedy,The Hierarchy Of Cookies,Gary Gulman,0.493,0.878,0.757,0.447,0.97,-5.839,71.135,0.933,4,5,0.0,1,Energetic
6tqamymSGRTstpBH0td6Rp,comedy,Getting into Shape,John Pinette,0.0649,0.847,0.829,0.404,0.738,-19.665,80.717,0.931,4,9,0.0,3,Sad
4Z2uDO3EM6xHYvxslOddg6,comedy,Swedes,Amy Schumer,0.351,0.951,0.8,0.386,0.894,-4.873,69.234,0.96,3,6,0.0,1,Energetic
16XYKLDXQNjluqeuTLrOnm,comedy,MTV Cribs,Bill Burr,0.645,0.958,0.828,0.529,0.898,-5.365,130.179,0.619,3,11,0.0,1,Energetic
5hyV7awSl7X4RrEklCBMvL,comedy,World Tour,Gabriel Iglesias,0.344,0.913,0.912,0.551,0.729,-5.489,88.313,0.911,3,5,0.0,1,Energetic
23VLYIq2No1Poo1Wv6Vn0f,comedy,Meatloaf,Cameron Esposito,0.62,0.473,0.861,0.687,0.552,-11.586,102.41,0.944,3,1,2.28e-06,3,Sad
34cKD8rcpQjX6zSjnOeDz7,comedy,Cab Drivers - Live (1998 Broadhurst Theatre),Jerry Seinfeld,0.206,0.948,0.769,0.644,0.862,-7.307,61.282,0.95,3,4,0.0,2,Happy
5wKeeypbrhTJnFhP4SGhIM,comedy,I'm Not a Sexy Person,Whitney Cummings,0.482,0.855,0.902,0.53,0.698,-7.055,78.603,0.923,4,11,0.0,2,Happy
64dcOKc0z7PVeH1jDtCGz5,comedy,Pugs n' Nuts,Comedian Bob Marley,0.626,0.398,0.904,0.607,0.722,-18.292,77.025,0.946,4,5,0.0,3,Sad
1P0Wo4XX7QW9TZ2CSACXhy,comedy,Funny Lumberjack,Morgan Murphy,0.738,0.773,0.845,0.615,0.848,-6.288,120.948,0.926,3,9,0.0,2,Happy
5qHfwGoSzubgtZZidBnZi0,comedy,Dogs Are Racist?,Wyatt Cenac,0.28,0.893,0.86,0.525,0.791,-6.543,88.324,0.947,1,1,0.0,1,Energetic
2ldwopQUfCiBeTG2kazF63,comedy,"Fires, Weed And The Weather - Explicit Audio",Robin Williams,0.223,0.936,0.887,0.585,0.773,-8.764,134.107,0.94,5,10,0.0,2,Happy
6yjoLviIwT6onwNdzCQrm7,comedy,The Parking Ticket,Patton Oswalt,0.354,0.944,0.788,0.653,0.957,-4.52,115.911,0.891,4,9,0.0,2,Happy
6hmx9X7xA2d3zQXXl8H45N,comedy,The female brain,Whitney Cummings,0.318,0.956,0.858,0.593,0.885,-3.827,107.817,0.782,5,6,0.0,1,Energetic
7aYCppYlgVzZMVXOZsJSSz,comedy,American Culture,Russell Peters,0.55,0.463,0.812,0.672,0.416,-13.297,139.068,0.956,4,5,0.0,3,Sad
1ICf1jSEy2OaQEXFj1H5Lt,comedy,Hot Travel Tips,Todd Barry,0.321,0.882,0.855,0.524,0.741,-12.317,123.973,0.913,4,10,0.0,2,Happy
18yHxT4ZwGg6401pwwzAhJ,comedy,Googlephonics,Steve Martin,0.138,0.726,0.795,0.554,0.685,-15.596,115.111,0.884,4,10,0.0,2,Happy
4oDzrg91OGXYHJvoB2NjmG,comedy,Travel,Dave Attell,0.387,0.71,0.736,0.481,0.795,-12.704,71.556,0.961,3,3,0.0,2,Happy
6VLU6P4EQOoHc1Ww4Ca7cf,comedy,My Sister,Maria Bamford,0.715,0.681,0.808,0.572,0.837,-9.33,90.213,0.941,4,5,0.0,2,Happy
7tDjdObqXVf94VXvpLZ1Uo,comedy,Biting A Puppy,Todd Glass,0.738,0.8,0.856,0.474,0.894,-6.381,46.195,0.929,4,6,0.0,2,Happy
0ME4uQYTQmovH1v9PbWqW2,country,Lead Me On,Teddy Robb,0.411,0.688,0.106,0.464,0.146,-4.553,173.793,0.0301,4,8,0.0,2,Happy
1pwHF3tfzNaKCFBqpoxr2V,country,Still Believe in Crazy Love,Ryan Kinder,0.247,0.661,0.163,0.57,0.102,-6.595,106.063,0.0312,4,8,0.00388,2,Happy
6tbNaE7kvGNqS7FvJ0dzLB,country,I Got the Boy,Jana Kramer,0.361,0.569,0.26,0.625,0.127,-5.954,149.987,0.0271,4,0,0.0,3,Sad
5Luq6Gx6Y6YXYdvPiLPOxf,country,Crazy Over Me,Dylan Scott,0.412,0.617,0.25,0.507,0.307,-7.531,75.052,0.0317,4,9,0.0,3,Sad
37JPdGgYcQAJSElj5boJx8,country,Some Girls Do,Sawyer Brown,0.903,0.852,0.0907,0.64,0.151,-6.406,139.949,0.028,4,2,0.0,2,Happy
3R8YbAsBsFnGIKL25s6iiO,country,That Lonesome Song,Jamey Johnson,0.183,0.403,0.265,0.524,0.341,-8.772,94.693,0.0316,4,7,3.09e-05,3,Sad
22HHKW1Z3NhxUFV0tOV6Iv,country,Wicked Twisted Road,Reckless Kelly,0.446,0.383,0.674,0.411,0.0776,-10.256,84.97,0.0307,4,9,0.00537,3,Sad
0AkZjWYCMJ8wWiNex7LmkY,country,Travelin' Soldier,The Chicks,0.508,0.365,0.691,0.569,0.17,-7.047,145.859,0.0265,4,9,0.0,3,Sad
132PonN0vUr9BLDe0DmIYs,country,Wish You Were Here,Cody Jinks,0.258,0.657,0.0897,0.437,0.113,-6.321,127.157,0.0275,4,1,0.0578,3,Sad
0PsBdKWnOQGMo9smobflvy,country,Bubba Shot The Jukebox,Mark Chesnutt,0.866,0.648,0.307,0.544,0.0843,-8.454,165.484,0.0549,4,7,0.0,2,Happy
3QYapnFXMqThx3F2Xbj2nW,country,Say (feat. Dan + Shay),RaeLynn,0.26,0.691,0.231,0.643,0.104,-4.486,123.986,0.0316,3,8,0.0,1,Energetic
0mG66FLhO0iZ6XCAGdjpax,country,Elvira,The Oak Ridge Boys,0.86,0.285,0.188,0.825,0.0539,-17.491,126.946,0.0326,4,8,0.00131,2,Happy
7J9ARWRkMtXMYeF8RxJEjn,country,Don't Close Your Eyes,Keith Whitley,0.285,0.228,0.703,0.605,0.0936,-16.116,78.31,0.0267,4,7,0.00198,3,Sad
2gvYqSUrl405FQRdsZUQLo,country,That's When You Know,Chris Buck Band,0.663,0.809,0.0692,0.523,0.111,-7.257,147.881,0.044,4,3,0.0,2,Happy
7fkGuyDiJoqHbMiPqjqNKx,country,Right Where I Need To Be,Gary Allan,0.635,0.692,0.307,0.528,0.141,-6.339,82.788,0.0327,4,1,4.91e-05,2,Happy
7aftSOGSOpSoIlVAQVBb71,country,Break Up In A Small Town,Sam Hunt,0.434,0.776,0.0749,0.579,0.239,-5.365,136.044,0.173,4,8,0.0,1,Energetic
1YmT3bHeND3IQQ1WLH03jQ,country,Holdin' Her,Chris Janson,0.387,0.574,0.426,0.3,0.0939,-5.126,95.712,0.0316,5,2,2.27e-05,3,Sad
5fKbYBhU4iTm81YTqpYa0t,country,Somebody to Thank,Logan Mize,0.512,0.675,0.0209,0.615,0.111,-4.717,135.965,0.0263,4,2,0.0,2,Happy
7B1QliUMZv7gSTUGAfMRRD,country,Live Like You Were Dying,Tim McGraw,0.418,0.546,0.492,0.416,0.0845,-7.728,159.929,0.0297,4,7,0.0,3,Sad
6yFD0TSZvxydqGxLNDjZUO,country,Come A Little Closer,Dierks Bentley,0.368,0.57,0.0644,0.579,0.105,-5.869,80.028,0.0227,4,5,0.00636,3,Sad
4Az17HfqonKSWNsaLgTBeK,country,If I Told You,Darius Rucker,0.308,0.64,0.344,0.532,0.361,-6.684,84.029,0.0314,4,9,0.0,3,Sad
4bWlAEbGHhPKQNjhTstN2p,country,Free,Zac Brown Band,0.282,0.412,0.24,0.453,0.101,-7.539,75.752,0.0276,4,1,0.00021,3,Sad
7mldq42yDuxiUNn08nvzHO,country,Body Like A Back Road,Sam Hunt,0.661,0.458,0.447,0.732,0.136,-7.225,98.938,0.0311,4,5,0.0,3,Sad
6rJAu6uq9E0uxcZnQ4J2yH,country,Growin' Up,Walker McGuire,0.385,0.814,0.0226,0.609,0.382,-4.263,126.006,0.0382,4,0,1.14e-06,1,Energetic
5j4hSQH0KaAc8f6cimnXIT,country,Fire Away,Chris Stapleton,0.177,0.301,0.055,0.559,0.101,-9.066,116.123,0.0297,3,9,0.00979,3,Sad
647MV7NvGdOtq5qNcDdLBL,country,Miss Me More,Kelsea Ballerini,0.461,0.708,0.0142,0.643,0.0834,-7.146,96.039,0.0539,4,2,0.0,2,Happy
77Y57qRJBvkGCUw9qs0qMg,country,In the Blood,John Mayer,0.518,0.655,0.386,0.546,0.0983,-6.526,80.007,0.0255,4,8,1.04e-05,3,Sad
5hviCr3lgg6LY6noG6DPKs,country,Landslide,The Chicks,0.444,0.438,0.534,0.571,0.187,-7.007,145.948,0.0279,4,2,1.56e-05,3,Sad
3OBHpK5sbRBj3xQLCFcBLt,country,Somebody's Been Drinkin',Cole Swindell,0.273,0.775,0.0169,0.481,0.0978,-5.494,136.035,0.0597,4,0,1.39e-05,1,Energetic
38CnG9HxpVtqXVqpESBr6H,country,Too Much Fun,Daryle Singletary,0.797,0.888,0.124,0.681,0.573,-4.635,151.785,0.0656,4,7,1.46e-06,1,Energetic
4e4fqjx0Izh4svvTef1z7e,country,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,0.589,0.772,0.0476,0.642,0.0646,-6.61,153.995,0.0848,4,10,0.0,2,Happy
0fNCLvSVUEK7NTwhu5vk5B,country,Consider Me Gone,Reba McEntire,0.456,0.731,0.097,0.588,0.0917,-3.851,97.031,0.0296,4,8,0.0,1,Energetic
2nWKk3ACZN7exdamcHvGMU,country,Don't Laugh At Me,Mark Wills,0.267,0.357,0.389,0.399,0.159,-10.86,178.088,0.028,4,5,0.0,3,Sad
02eD9ymfJOJOhM97HYp5R9,country,The House That Built Me,Miranda Lambert,0.206,0.3,0.578,0.525,0.116,-8.005,80.993,0.0286,4,5,8.3e-06,3,Sad
1pa7g1J3vUYRrcg5GRTZdK,country,Bleachers,Jillian Jacqueline,0.629,0.746,0.0216,0.682,0.289,-5.113,99.012,0.0621,4,2,0.0,1,Energetic
0c36gHE4gFzaJL6ItRjHRd,country,God Made A Woman,Jerrod Niemann,0.344,0.463,0.711,0.533,0.0697,-8.696,132.07,0.0272,4,7,0.0043,3,Sad
338arfXmD9XaESFjfcQLsg,country,One Wing In The Fire,Trent Tomlinson,0.412,0.526,0.373,0.613,0.137,-7.364,142.055,0.0306,4,3,0.0,3,Sad
59fi7eaSe4DuCqfua35m2W,country,Diamonds or Twine,Ryan Hurd,0.724,0.568,0.145,0.621,0.108,-8.795,148.047,0.0311,4,2,1.65e-06,2,Happy
5jFid6SUnYqohvNvNuZvIz,country,These Are My People,Rodney Atkins,0.63,0.896,0.0316,0.558,0.528,-3.687,90.064,0.0545,4,0,0.0,1,Energetic
02sENi9ULQ36x9mKo5B7XW,country,"Louisiana Woman, Mississippi Man",Conway Twitty,0.96,0.711,0.477,0.62,0.0812,-6.943,98.263,0.035,4,1,0.000168,2,Happy
7uLQTOxQ3nwwoHuxwt2AHJ,country,Small Town Saturday Night,Hal Ketchum,0.933,0.697,0.218,0.627,0.0733,-6.61,154.086,0.0266,4,8,0.0,2,Happy
1zWZvrk13cL8Sl3VLeG57F,country,T-Shirt,Thomas Rhett,0.767,0.862,0.0287,0.634,0.0217,-5.337,95.989,0.0376,4,2,0.0,2,Happy
6eKhWSDPM9cDicwsBCvUwB,country,Love That About You,Filmore,0.525,0.573,0.0463,0.552,0.105,-6.585,182.14,0.0948,4,9,0.0,2,Happy
72iAaOAsrBYa4U0VV7cHFd,country,Sunday Morning,Parmalee,0.525,0.716,0.00733,0.584,0.0879,-4.737,90.005,0.0342,4,0,0.0,2,Happy
1TKlBK9cSrM5u4CiL4SETS,country,Talladega,Eric Church,0.562,0.677,0.043,0.586,0.0884,-8.343,144.001,0.0294,4,1,0.0936,2,Happy
4iLeL1aYGcQBsYcWIhXIUO,country,Found You,Kane Brown,0.438,0.821,0.0528,0.46,0.0818,-5.333,164.144,0.0404,4,4,0.0,1,Energetic
2x0l9ZSlFXlDTByKu5NXdK,country,The Ride,David Allan Coe,0.513,0.436,0.531,0.537,0.235,-11.021,166.944,0.0606,4,5,5.57e-06,3,Sad
7kWeSMXLxUHHOkFxsS0vhP,country,Some Beach,Blake Shelton,0.964,0.765,0.231,0.787,0.323,-6.331,115.979,0.0265,4,0,1.79e-05,2,Happy
5DHHbWpMMfNQsJ5CpJKD4i,country,Head Over Heels,Seckond Chaynce,0.505,0.441,0.492,0.63,0.119,-9.829,60.011,0.0355,4,1,0.0,3,Sad
5NhZkLMccDVhxocmVHDu4G,country,Livin' Our Love Song,Jason Michael Carroll,0.799,0.855,0.287,0.488,0.132,-3.417,148.971,0.0399,4,7,0.0,2,Happy
2Y3cUWZGxZW6iJ0Mq5CnfR,dance,Bax,Mosca,0.8,0.733,0.000754,0.788,0.0626,-8.433,134.023,0.0519,4,11,0.882,2,Happy
2viA4RZSTeWJRQ3dDwMY5V,dance,Red Roses (Let Her Go),Pep & Rash,0.0378,0.712,0.0131,0.715,0.124,-6.105,125.042,0.0453,4,4,0.0374,2,Happy
17prEM4rYLnsAr9wv8DZuI,dance,Ready 4 Love,Lifelike,0.753,0.976,0.0017,0.8,0.115,-8.287,119.999,0.0453,4,7,0.857,2,Happy
3B1sGmhpYRrM7Qu4agZy9m,dance,Love Sublime,Tensnake,0.485,0.709,0.216,0.791,0.102,-7.439,106.008,0.0425,4,2,0.018,2,Happy
2XZT7w9AtfsE9ICdUBV9RG,dance,Holding On,Classixx,0.875,0.87,0.00557,0.722,0.0604,-6.134,122.996,0.0803,4,10,0.243,1,Energetic
2HZOMxEyMMocpvduOjSCiz,dance,Household Goods,Totally Enormous Extinct Dinosaurs,0.48,0.7,0.0619,0.865,0.106,-9.022,128.04,0.065,4,0,0.536,2,Happy
4iZPNYqzI2L0uwuUKun7Aa,dance,Stole the Show,Kygo,0.438,0.662,0.155,0.679,0.152,-6.069,99.879,0.174,4,8,0.0,2,Happy
3Zu4MrjwjHUIJsLMyClz6b,dance,Satisfied (feat. VASSY) - Blinders Remix,Showtek,0.555,0.906,0.0333,0.635,0.404,-3.467,126.005,0.0892,4,7,0.676,1,Energetic
7ev2lOXMdzyJ5qCXUnrRns,dance,Can't Stop Playing (Makes Me High) - Oliver Heldens & Gregor Salto Vocal Mix Edit,DR. KUCHO!,0.75,0.904,0.0863,0.708,0.174,-4.899,125.003,0.0407,4,6,0.000179,1,Energetic
2cgZfcnb639TaZhd1AU8iz,dance,Bun Up the Dance,Dillon Francis,0.258,0.938,0.0174,0.476,0.384,-1.446,105.264,0.234,4,1,0.000111,1,Energetic
5M30VEFUfm9V1BiTPof5VM,dance,One Love,Various Artists,0.106,0.679,0.00966,0.7,0.0867,-9.626,124.998,0.0392,4,0,0.884,2,Happy
22OhdgfCMdt7ChEmLppuPU,dance,Alley,Wabz,0.119,0.69,0.0196,0.843,0.194,-10.5,129.961,0.0621,4,7,0.841,1,Energetic
7jGxXikmvmN7SYwL3pU5tP,dance,Chicago Swing,Various Artists,0.691,0.927,0.000376,0.89,0.282,-7.514,124.803,0.2,4,7,0.895,2,Happy
2XPc8gL9PwxGURQFcFaDJR,dance,Cheerleader - Felix Jaehn Remix Radio Edit,OMI,0.614,0.663,0.146,0.777,0.174,-6.117,118.016,0.0305,4,4,1.52e-05,2,Happy
59ZSmCCe6Ao1qtptCqX9Tk,dance,Be Right There,Diplo,0.297,0.797,0.00259,0.695,0.664,-5.199,124.972,0.0548,4,7,0.112,1,Energetic
6rEc69BeR8xHy3kN1ZFCsX,dance,Selfish,Tensnake,0.62,0.653,0.018,0.705,0.249,-7.407,114.05,0.0432,4,0,2.44e-05,2,Happy
4jp5n7GXePXOTFOM87O8OB,dance,Fly By Night,Broiler,0.184,0.671,0.0202,0.499,0.0729,-6.145,126.2,0.0446,4,1,7.07e-05,1,Energetic
0nYeRpGjoxuUil44YsU8ir,dance,Bird Machine,Various Artists,0.166,0.668,0.000352,0.719,0.0851,-6.35,99.995,0.0479,4,7,0.498,2,Happy
4lnsdLzmeSf57R94syFvJj,dance,Chrystal City,Alan Braxe,0.845,0.961,0.181,0.697,0.216,-8.591,124.084,0.048,4,10,0.819,2,Happy
7MoKXLQeI0Bh2QodCjDO4K,dance,Can't Get You out of My Head,Kylie Minogue,0.964,0.563,0.0263,0.766,0.115,-7.516,126.007,0.0339,4,9,0.683,2,Happy
5Sf3GyLEAzJXxZ5mbCPXTu,dance,Waves - Robin Schulz Radio Edit,Mr. Probz,0.45,0.51,0.00821,0.829,0.0829,-9.334,119.993,0.0369,4,5,0.0014,2,Happy
0TVV2gFROJaB3kIZyCUvIY,dance,Rather Be (feat. Jess Glynne),Clean Bandit,0.549,0.586,0.162,0.799,0.193,-6.735,120.97,0.0377,4,11,2.03e-06,2,Happy
4Vv5F76qZ3ZwdPrBemi167,dance,Arcenciel,Francys,0.76,0.762,0.0775,0.775,0.111,-9.72,123.0,0.0535,4,11,0.822,2,Happy
1tGc3FIrjizWpIec4C7G62,dance,Disco Shit,Cherub,0.704,0.635,0.0975,0.772,0.104,-4.668,117.493,0.0473,4,10,0.0521,2,Happy
1irISaSn1NUAk8vCku3eBp,dance,Need U (100%) - Radio Edit,Duke Dumont,0.457,0.848,0.00174,0.67,0.385,-5.103,124.029,0.0537,4,0,0.00168,1,Energetic
2ybdKdQ1KV9ZuCaQBI6LH1,dance,Devotion - Radio Edit,Quintino,0.296,0.893,0.000355,0.613,0.747,-3.481,127.948,0.0478,4,5,0.414,1,Energetic
7Kyd4VLgRg4x3VuzcY9p3T,dance,Girls from San Remo,Various Artists,0.38,0.939,6.26e-05,0.652,0.104,-6.293,129.912,0.284,4,1,0.92,2,Happy
2pweEv53RGa349ENsQ9V9q,dance,Beat Organ,Above & Beyond,0.663,0.719,0.116,0.672,0.0784,-9.856,126.057,0.0363,4,5,0.872,2,Happy
1IFbx5PR6BASAJC8Yd4mch,dance,Something About You,Various Artists,0.62,0.638,0.352,0.848,0.0856,-7.776,115.009,0.0791,4,2,0.0364,2,Happy
08lwRzOlZl2Z58jLnd4LqG,dance,I Can't Lose (feat. Keyone Starr) - Duke Dumont Remix,Mark Ronson,0.574,0.769,0.00101,0.587,0.119,-6.38,120.046,0.0763,4,10,0.339,1,Energetic
1pKYYY0dkg23sQQXi0Q5zN,dance,Around the World,Daft Punk,0.841,0.795,0.00356,0.956,0.0906,-5.311,121.294,0.15,4,7,0.889,2,Happy
2RHuf23hawvpF1J5NzuVcM,dance,Tapes & Money,Totally Enormous Extinct Dinosaurs,0.689,0.838,0.116,0.744,0.0985,-8.166,126.985,0.0612,1,8,0.153,2,Happy
1Gzv0cMy3xm7sgN5gd7WkU,dance,Sun Is Shining,Axwell /\ Ingrosso,0.413,0.756,0.0747,0.474,0.0693,-2.973,131.84,0.0518,4,2,0.0,1,Energetic
4zFgZQEatsyUhLhDtClcKl,dance,Ghost - Oliver Nelson Remix,Ella Henderson,0.674,0.825,0.195,0.793,0.0889,-2.708,111.964,0.0547,4,7,8.53e-06,2,Happy
1T7Htpf1kEvU9Adf8J0ekk,dance,Break Free,Ariana Grande,0.284,0.702,0.0064,0.687,0.204,-5.324,129.956,0.0455,4,7,4.35e-05,1,Energetic
67awxiNHNyjMXhVgsHuIrs,dance,Turn Down for What,DJ Snake,0.0815,0.799,0.00107,0.818,0.057,-4.1,100.014,0.156,4,1,0.128,1,Energetic
4vS8VaBwJJV5Ry7UFIQuoo,dance,Lean On (feat. MØ & DJ Snake),Major Lazer,0.274,0.809,0.00346,0.723,0.565,-3.081,98.007,0.0625,4,7,0.00123,1,Energetic
6TrQ48V7OkfRDOMy8IR7Pf,dance,Myheart (feat. Kimtoo),Niconé,0.436,0.62,0.0238,0.727,0.113,-11.075,121.996,0.0431,4,6,0.859,2,Happy
4hIGbZWqjyvDndzYvKIIQW,dance,Careless,Dusky,0.68,0.895,0.000195,0.77,0.0455,-8.102,120.986,0.0488,4,7,0.897,2,Happy
55gMhq7JCN9Gg5YOkxfSnv,dance,Shallow Waters,Sonny Alven & Jarand,0.288,0.588,0.474,0.767,0.133,-7.713,110.971,0.0493,4,10,0.0115,3,Sad
1NeMkIhspLcqqDUijyLG1h,dance,Riverside (Let's Go!) (feat. Wizard Sleeve) - Radio Edit,Sidney Samson,0.779,0.962,0.00118,0.855,0.0527,-1.0,127.017,0.0415,4,4,0.348,1,Energetic
1dFkD1JfRMzwO6hwUsE8aS,dance,Spectrum,Zedd,0.407,0.801,0.0137,0.609,0.127,-4.417,129.99,0.034,4,0,0.00349,2,Happy
4itWMYVZbz0iOjinjQyFCw,dance,Bounce - Original Mix,deadmau5,0.255,0.738,0.000245,0.796,0.0853,-10.818,127.027,0.0645,4,10,0.931,2,Happy
1F5YhpXlaJwwVCfg0Px1ta,dance,"Puppet Theatre (feat. Peter, Bjorn and John)",Claptone,0.663,0.648,0.0753,0.936,0.104,-6.72,115.026,0.0404,4,7,0.0509,2,Happy
5wOoNsobTbn5LnXNBURDVv,dance,Talking Body - KREAM Remix,Tove Lo,0.291,0.755,0.0236,0.758,0.0829,-7.82,123.962,0.062,4,2,0.0,2,Happy
4jnkpcabTEcQe64tFvR4bP,dance,Unfinished Sympathy (feat. Jasmine Thompson),The Six,0.78,0.71,0.0271,0.7,0.0626,-8.44,122.987,0.039,4,10,0.0231,2,Happy
46lFttIf5hnUZMGvjK0Wxo,dance,Runaway (U & I),Galantis,0.383,0.805,0.00711,0.506,0.0856,-4.119,126.008,0.0469,4,1,0.00193,1,Energetic
1Y7497MCCpZ19EuwIaqoZ0,dance,Younger - Kygo Remix,Seinabo Sey,0.63,0.488,0.133,0.69,0.0815,-7.936,114.012,0.0788,4,5,0.000205,2,Happy
7wge1YIXpNuQN0PE0mIRa0,dance,Rumors - Radio Edit,Pep & Rash,0.412,0.807,0.00187,0.778,0.22,-4.478,124.948,0.0465,4,5,0.00907,1,Energetic
2qIWuOrAN2aGyAnh6K5nxe,dance,Strangers,Seven Lions,0.517,0.699,0.0129,0.586,0.156,-7.44,129.972,0.0392,4,0,1.5e-06,2,Happy
1GsSeSFZQK1yElTFQzT07A,dancehall,In Her Belly,Various Artists,0.636,0.813,0.319,0.853,0.375,-6.387,128.01,0.111,4,2,0.0,2,Happy
0JBcGOUpdOpKXrboSG7JuJ,dancehall,Before I Leave,Various Artists,0.665,0.578,0.0564,0.726,0.108,-5.723,89.167,0.0439,4,5,0.0,2,Happy
7d9hxwSIVfxXDE0I3VlWBo,dancehall,Smoke Marijuana,Sizzla,0.622,0.738,0.197,0.646,0.336,-5.827,68.816,0.213,4,7,0.0,1,Energetic
1Yq83UYJmlnmA5IXNLYnm2,dancehall,Now That I've Got Your Love,Sean Paul,0.649,0.731,0.018,0.742,0.362,-4.507,155.056,0.235,4,9,0.0,1,Energetic
3YM7POjX0NRhSbCl5pNyx0,dancehall,Gyal A Whine,Various Artists,0.812,0.891,0.0861,0.666,0.287,-6.282,147.857,0.232,4,7,0.0,1,Energetic
6cBkjX8Riwte9BreV6j04O,dancehall,Video Recorder,Vybz Kartel,0.777,0.683,0.0782,0.753,0.188,-7.952,131.287,0.357,4,0,0.0,2,Happy
0Nn0gTTJ7MuB6uFnjQN3HS,dancehall,Saddest Day,Wayne Wonder,0.454,0.554,0.00186,0.812,0.245,-4.55,84.543,0.0711,4,10,1.43e-05,2,Happy
4vZoDdx3UqLPCy1qb90BTp,dancehall,Bend Over,Machel Montano,0.865,0.715,0.0664,0.79,0.0548,-7.578,124.006,0.0635,4,1,0.0,2,Happy
42oGKIC33s9oExDsDlAuP6,dancehall,Ukku,Various Artists,0.587,0.653,0.0976,0.61,0.17,-7.877,99.247,0.239,4,10,5.88e-06,2,Happy
2xc8WSkjAp4xRGV6I1Aktb,dancehall,Superior,Gentleman,0.972,0.756,0.35,0.67,0.0286,-5.561,152.348,0.112,4,0,0.0,2,Happy
6GC6lcKgjCdsdIz5OiCUw5,dancehall,Pon de Replay,Rihanna,0.498,0.64,0.000155,0.779,0.101,-8.415,99.019,0.159,4,7,0.00077,2,Happy
29Y6nW06b0PeNqtvC80juD,dancehall,Church Heathen,Various Artists,0.158,0.63,0.0224,0.764,0.146,-8.294,99.994,0.114,4,2,2.14e-06,2,Happy
7jxnHTaBBv4HsrsfCo9DBU,dancehall,Evening Ride,Sean Paul,0.885,0.643,0.354,0.959,0.171,-5.482,125.005,0.354,4,5,2.2e-06,2,Happy
3QJEwInWijuRJ9vgkcDIwg,dancehall,Gimme Likkle One Drop,Ce'Cile,0.777,0.727,0.256,0.683,0.118,-3.328,87.062,0.18,4,4,0.0,2,Happy
6kIBQbq67V9xsUXGyVsOz0,dancehall,Live We Life,Various Artists,0.849,0.76,0.081,0.723,0.0774,-3.56,100.953,0.0321,4,0,0.0,2,Happy
6nRPGwRk1D69JUMf4VZUUC,dancehall,Ketch the Light,Demarco,0.646,0.836,0.147,0.752,0.0846,-4.051,130.178,0.293,5,8,0.0,2,Happy
0NDwumyLSudQ4syAMZbYK4,dancehall,Clean Everyday,Mavado,0.413,0.699,0.114,0.691,0.339,-7.724,96.923,0.241,4,7,0.0,2,Happy
6UGjKyNa1qDRrfVWIhqEn4,dancehall,Shake Yuh Bam Bam,T.O.K,0.837,0.871,0.0641,0.668,0.38,-6.326,191.919,0.27,4,8,0.0,2,Happy
0wMGccSxwaLDpDqowlkJT7,dancehall,Ever Blazin',Sean Paul,0.91,0.771,0.028,0.753,0.0434,-4.556,104.016,0.0862,4,9,0.0,2,Happy
